AA00001,"データを読み込んでから実施してください。"
AD00024,"バッチパラメータの読み込みに失敗しました。"
AD00025,"バッチパラメータデータが存在しません。"
AD00026,"ストアドプロシージャ実行時エラー。"
AD00027,"その他　Ｅｒｒｏｒ。"
AD00028,"出来高実績番号は自動採番されるため入力できません。"
AD00029,"指定された製番は存在しません。"
AD00030,"使用数量が未入力です。"
AD00031,"他工場の作業実績は入力できません。"
AD00032,"作業実績の更新前に、不良詳細は入力できません。"
AD00033,"指定された日付の形式が不正です。"
AD00034,"工場コードの読込みに失敗しました。"
AD00035,"納期に指定された日付の形式が不正です。"
AD00036,"納期に休日は指定できません。"
AD00037,"着手日に指定された日付の形式が不正です。"
AD00038,"着手日に休日は指定できません。"
AD00039,"作業指示数の形式が不正です。"
AD00040,"作業系列番号の形式が不正です。"
AD00041,"内作の場合、単価取込は行えません。"
AD00042,"キット出庫、自動出庫対象品目に品目別保管先優先順位が定義されていません。"
AD00043,"整数管理品目のため小数点以下は切り上げされました。"
AD00044,"引当納期に矛盾があります。"
AD00045,"上位品目からの要求数と不一致となった可能性があります。"
AD00046,"納期が要求納期を超えています。"
AD00047,"下位部品の計画に影響する可能性があります。"
AD00048,"単価の形式が不正です。"
AD00049,"加工費の形式が不正です。"
AD00050,"材料費の形式が不正です。"
AD00051,"その他経費の形式が不正です。"
AD00052,"値引き金額の形式が不正です。"
AD00053,"値引き後金額の形式が不正です。"
AD00054,"良品数の形式が不正です。"
AD00055,"不良数の形式が不正です。"
AD00056,"作業日の形式が不正です。"
AD00057,"前段取時間の形式が不正です。"
AD00058,"作業時間の形式が不正です。"
AD00059,"後段取時間の形式が不正です。"
AD00060,"停止時間の形式が不正です。"
AD00061,"製番は入力できません。"
AD00062,"更新使用数の形式が不正です。"
AD00063,"メンテナンス対象が選択されていません。"
AD00064,"作業実績一覧のデータが表示件数既定値を超えています。"
AD00065,"使用品目一覧のデータが表示件数既定値を超えています。"
AD00066,"不良実績一覧のデータが表示件数既定値を超えています。"
AD00067,"指定工場コードの月次処理制御データが存在しません。"
AD00068,"指定工場コードの月次処理制御データが重複しています。"
AD00069,"入出庫区分が、１（入庫）以外です。"
AD00070,"入出庫発生区分が、1１(通常入庫)以外です。"
AD00071,"入出庫数が０または正の数以外です。"
AD00072,"入出庫品目番号の品目手配区分が8(擬似品目）です。"
AD00073,"使用日が未入力です。"
AD00074,"不良数が未入力です。"
AD00075,"作業系列番号が重複します。"
AD00076,"内作最終系列の作業指示以外使用出来ません。"
AD00077,"品目別仕掛一覧にデータが表示件数既定値を超えています。"
AD00078,"指定された入出庫管理番号が存在しません。"
AD00079,"製造納期を選択した場合、省略できません。"
AD00080,"製造着手日を選択した場合、省略できません。"
AD00081,"整数管理品目のため小数点以下は入力出来ません。"
AD00082,"製番管理品は指定できません。"
AD00083,"良品数または、不良数を入力してください。"
AD00084,"生産計画の手配数と不一致の可能性があります。よろしいですか？"
AD00085,"品目別作業状態区分が２（指示済）の場合、削除は使用できません。"
AD00086,"品目別作業状態区分が２（指示済）の場合、追加は使用できません。"
AD00087,"整数管理品目のため小数点以下は切り捨てされました。"
AD00088,"作業実績入力前は、この操作は出来ません。"
AD00090,"既に作業が完了しています。登録・更新を行いたい場合は完了解除を行ってください。"
AD00091,"完了を解除します。よろしいですか？"
AD00092,"ＭＲＰ品の場合、使用元製番は指定できません。"
AD00093,"作業未完了の場合、この操作は出来ません。"
AD00094,"サブ画面が起動しています。サブ画面を閉じてください。"
AD00095,"サブ画面を同時に閉じてもよろしいですか？"
AD00096,"業務を終了します。サブ画面を同時に閉じてもよろしいですか？"
AD00098,"為替種別が2のため、邦貨金額に0を設定しました。"
AD00099,"  登録発注番号[{0}] 取引先コード[{1}]"
AD00100,"単価読込を行っていません。よろしいですか？"
AD00101,"作業コードが未入力です。"
AD00102,"不良理由の不良数には、0より大きい整数を入力してください。"
AD00103,"不良理由の不良数には、0より大きい数値を入力してください。"
AD00104,"工場マスタの代表納入場所が未設定です。"
AD00105,"発注計画が登録されました。"
AD00106,"作業が完了しました。登録・更新を行いたい場合は完了解除を行ってください。"
AD00107,"作業計画番号が存在しません。"
AD00108,"製番が製番計画に存在しません。"
AD00109,"工場コードと作業区の工場コードが一致しません。"
AD00110,"工場コードと作業計画番号の工場コードが一致しません。"
AD00111,"工場コードと作業指示番号の工場コードが一致しません。"
AD00112,"工場コードと製番の工場コードが一致しません。"
AD00113,"作業状態区分を選択してください。"
AD10001,"所要量計算対象の保管区が存在しません。"
AD10002,"他製番により引当済みです。過少完了してもよろしいですか？"
